word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,tense,plural,detail,audio,audio_uk,audio_us
deedbox,'di:dbɒks,,n. 契据文书保险箱,,,,,,,,,,,,
deedless,'di:dlis,,"a. 没有行动的, 不活动的, 没有功绩的",,,,,,,,,,,,
deejay,'di:dʒei,,n. 播放音乐的人(DJ),,,,,,19557,,,,,,
deem,di:m,v. keep in mind or convey as a conviction or view,"vt. 认为, 相信\nvi. 认为, 相信",,2,,cet6 ky toefl ielts,4163,4005,,,,,,
deem highly of...,,,对...给予高度的评价,,,,,,,,,,,,
deemphasis,di:'emfәsis,,n. 降低重要性,,,,,,,,,,,,
deemphasize,di:'emfәsaiz,,"vt. 不再给予强调, 使不重要",,,,,,,,,,,,
deen,,,n. （阿拉伯）宗教,,,,,,,,,,,,
deep,di:p,n. the central and most intense or profound part\nn. literary term for an ocean\na. relatively deep or strong; affecting one deeply\ns. marked by depth of thinking,"a. 深的\nad. 深入地\nn. 深渊, 深处",,4,1,zk gk,1023,880,,,,,,
deep binding,,,[计] 深结合,,,,,,,,,,,,
deep discharge,,,[电] 深放电,,,,,,,,,,,,
deep drawing,,,[机] 深度引长,,,,,,,,,,,,
deep etching,,,[机] 深蚀,,,,,,,,,,,,
deep expert system,,,[计] 深层知识专家系统,,,,,,,,,,,,
deep freeze,,,"n. 制冰淇淋者, 冷藏工人, 致冷器, 冷藏车, 冰库, 冰箱, 冷藏库, 冷藏箱",,,,,,,,,,,,
deep fry,,,油炸,,,,,,,,,,,,
deep hole drilling machine,,,[机] 深孔钻床,,,,,,,,,,,,
deep iet fermenter,,,[机] 深式喷射发酵器,,,,,,,,,,,,
deep knowledge,,,[计] 深层知识,,,,,,,,,,,,
deep reasoning,,,[计] 深层因果推理,,,,,,,,,,,,
deep shaft system,,,[机] 高轴系统,,,,,,,,,,,,
deep slot rotor,,,[电] 深槽转子,,,,,,,,,,,,
deep space,,,太空,,,,,,,,,,,,
deep space communication,,,"[计] 太空通信, 深空通信",,,,,,,,,,,,
deep space network,,,"[计] 太空网络, 深空网络",,,,,,,,,,,,
deep understanding,,,[计] 深度理解,,,,,,,,,,,,
deep-drawn,",di:p'drɔ:n",,a. 深长的,,,,,,,,,,,,
deep-dyed,'di:pdaid,,"a. 十足的, 彻底的, 顽固的",,,,,,,,,,,,
deep-felt,,,a. 深切的,,,,,,,,,,,,
deep-laid,,s. secretly and carefully planned,a. 策划巧妙的,,,,,,,,,,,,
deep-read,,,"a. 熟读的, 通晓的",,,,,,,,,,,,
deep-rooted,,s. (used especially of ideas or principles) deeply rooted; firmly fixed or held,a. 根深蒂固的,,,,,,,,,,,,
deep-sea,'di:p'si:,s. of or taking place in the deeper parts of the sea,"a. 深海的, 在深海的",,,,,,,,,,,,
deep-sea submarine cable,,,[计] 深海海底电缆,,,,,,,,,,,,
deep-seated,,,"a. 根深蒂固的, 深层的\n[医] 深位的",,1,,,,,,,,,,
deep-set,'di:pset,s. having a sunken area,"a. 深陷的, 根深蒂固的",,,,,,,,,,,,
deepak,,,n. 迪帕克（男子名）,,,,,,,,,,,,
deepen,'dipәn,v. make deeper\nv. become deeper in tone,"vi. 深化\nvt. 使加深, 使强烈",,2,,cet4 cet6,6880,5879,,,,,,
deepened,ˈdi:pənd,,v. 变深，加深( deepen的过去式和过去分词 ); 加浓,,,,,,35355,,,,,,
deepening,'di:pәniŋ,n. a process of becoming deeper and more profound\ns. accumulating and becoming more intense,n. 加深，延深；向下侵蚀,,,,,14010,12326,,,,,,
deeper,,,adj. 更深,,,,,6370,,,,,,,
deepest,dipɪst,,adj. 深的（ deep的最高级 ）; 严重的; 深奥的; 有…深的,,,,,,6188,,,,,,
deepfreeze,.di:p'fri:z,,"n. 冷藏箱, 速冻, 暂时中止\nvt. 保存于冷冻箱, 冷藏",,,,,,,,,,,,
deepgoing,,,"a. 深入的, 深刻的",,,,,,,,,,,,
deepie,'di:pi,,n. 立体电影,,,,,,,,,,,,
deeping,'di:piŋ,,n. 一种流网,,,,,,,,,,,,
deeply,'di:pli,r. to a great depth; far down,"ad. 深刻地, 在深处, 深沉地",,,1,gk,2326,1895,,,,,,
deepmouthed,'di:p'mauðd,,a. (狗叫声)低沉而洪亮的,,,,,,,,,,,,
deepness,'di:pnis,n. the quality of being physically deep\nn. a low pitch that is loud and voluminous,"n. 深, 深度, 浓度",,,,,,42301,,,,,,
deepwater,"'di:p,wɔ:tә(r)",,"adj.深海的,海洋上的,靠近海洋的",,,,,,,,,,,,
deer,diә,n. distinguished from Bovidae by the male's having solid deciduous antlers,n. 鹿,,2,,gk cet4 cet6 ky,6142,2571,,,,,,
deere,,n. United States industrialist who manufactured plows suitable for working the prairie soil (1804-1886),n. 美国迪尔（美国工农业设备公司）,,,,,,,,,,,,
deerfield,,,n. (Deerfield)人名；(英)迪尔菲尔德,,,,,,,,,,,,
deerhound,'diәhaund,,n. 猎鹿犬,,,,,,,,,,,,
deerskin,'diәskin,n. leather from the hide of a deer,"n. 鹿皮, 鹿皮制衣服",,,,,,26214,,,,,,
deerstalker,'diәstɒ:kә,n. a tight-fitting hat with visors front and back; formerly worn by hunters,"n. 猎鹿人, 猎帽的一种",,,,,,,,,,,,
deerstalking,'diәstɒ:kiŋ,n. stalking deer,n. 猎鹿,,,,,,,,,,,,
deethanize,di:'eθeinaiz,,[机] 去乙烷塔,,,,,,,,,,,,
DEF,,,"[计] 数据输入设施, 定义\n[医] 乳牙龋数(率)(d=需补牙数,e=需拔牙数,f=已拔牙数)",,,,,38887,,,,,,,
deface,di'feis,v. mar or spoil the appearance of,"vt. 损伤外观\n[法] 毁伤外貌, 破坏外观, 涂污",,,,toefl,19313,21488,,,,,,
defacement,,n. the act of damaging the appearance or surface of something,"n. 毁损\n[法] 损毁, 涂污, 损毁物",,,,,,36474,,,,,,
defacto,di:'fæktәu,,[计] 实际的,,,,,,,,,,,,
defalcate,di'fælkeit,,"vi. 盗用公款, 侵吞公款\n[经] 侵吞, 盗用, 贪污",,,,,,,,,,,,
defalcation,.di:fæl'keiʃәn,n. the sum of money that is misappropriated,"n. 盗用公款, 亏空, 亏空额\n[法] 盗用公款, 监守自盗, 亏空额",,,,,,,,,,,,
defalcator,di'fælkeitә,,"n. 盗用公款的人\n[法] 盗用公款者, 监守自盗者, 委托金亏空人",,,,,,,,,,,,
defamation,.defә'meiʃәn,n. a false accusation of an offense or a malicious misrepresentation of someone's words or actions,"n. 破坏名誉, 中伤, 诽谤\n[法] 破坏名誉, 中伤, 毁谤",,,,,17186,16476,,,,,,
defamatory,di'fæmәtәri,,"a. 破坏名誉的, 诽谤的\n[法] 破坏名誉的, 诽谤的, 中伤的",,,,,28789,27675,,,,,,
defame,di'feim,v. charge falsely or with malicious intent; attack the good name and reputation of someone,"vt. 诽谤, 中伤, 破坏名誉\n[法] 诽谤, 中伤, 诋毁名誉",,,,toefl,38370,21726,,,,,,
defamiliarization,,,陌生化,,,,,,40111,,,,,,
defang,di:'fæŋ,v. remove the fangs from,v.拔去...的尖牙,,,,,,33127,,,,,,
defat,di:'fæt,v. remove the fat from,vt. 使脱脂\n[医] 脱脂,,,,,,,,,,,,
defatted,di:'fætid,,a. 脱脂的\n[医] 脱脂的,,,,,,,,,,,,
default,di'fɒ:lt,n. loss due to not showing up\nn. act of failing to meet a financial obligation\nv. fail to pay up,"n. 违约, 不履行责任, 缺席, 默认值\nvt. 疏怠职责, 缺席, 拖欠, 默认\nvi. 疏怠职责, 缺席, 拖欠, 默认\n[计] 默认; 默认值; 缺省值",,2,,cet6 toefl ielts,5835,6485,,,,,,
default actual parameter,,,[计] 缺省实在参数,,,,,,,,,,,,
default assumption,,,[计] 缺省缓冲器分配,,,,,,,,,,,,
default attribute,,,"[计] 缺省属性, 缺席属性",,,,,,,,,,,,
default buffer allocation,,,[计] 缺省缓冲器分配,,,,,,,,,,,,
default button,,,默认按钮\n[计] 默认按钮,,,,,,,,,,,,
default chart,,,默认图表类型\n[计] 默认图表类型,,,,,,,,,,,,
default chart format,,,默认图表格式\n[计] 默认图表格式,,,,,,,,,,,,
default condition,,,[计] 缺省条件,,,,,,,,,,,,
default control setting,,,[计] 缺省的控制设定,,,,,,,,,,,,
default convention,,,[计] 缺省约定,,,,,,,,,,,,
default data base,,,[计] 约定数据库,,,,,,,,,,,,
default declaration,,,"[计] 缺省说明, 缺席说明",,,,,,,,,,,,
default device driver,,,默认设备驱动程序\n[计] 默认设备驱动程序,,,,,,,,,,,,
default directory,,,[计] 缺省目录,,,,,,,,,,,,
default editor,,,"[计] 缺省编辑器, 默认编辑器",,,,,,,,,,,,
default file,,,[计] 缺省文件,,,,,,,,,,,,
default file attribute,,,[计] 缺省文件属性,,,,,,,,,,,,
default file location,,,默认文件目录\n[计] 默认文件目录,,,,,,,,,,,,
default format statement,,,[计] 约定格式语句,,,,,,,,,,,,
default formatting,,,[计] 缺省格式编排,,,,,,,,,,,,
default group,,,[计] 缺省组,,,,,,,,,,,,
default implicit type,,,[计] 缺省隐式类型,,,,,,,,,,,,
default initial value,,,[计] 缺省初值,,,,,,,,,,,,
default initialization,,,[计] 缺省初始化,,,,,,,,,,,,
default letter,,,[计] 缺省字母,,,,,,,,,,,,
default literal,,,[计] 缺省直接量,,,,,,,,,,,,
default logic,,,"[计] 缺省逻辑, 缺席逻辑",,,,,,,,,,,,
default mapping,,,[计] 缺省映象,,,,,,,,,,,,
default option,,,[计] 缺席选择,,,,,,,,,,,,
default parameter,,,"[计] 缺省参数, 缺席参数",,,,,,,,,,,,
default preferences,,,默认首选项\n[计] 默认首选项,,,,,,,,,,,,
default prefix,,,[计] 缺省前缀,,,,,,,,,,,,
default printer,,,默认打印机\n[计] 默认打印机,,,,,,,,,,,,
default profile,,,[计] 缺省的预置文件,,,,,,,,,,,,
default program name,,,[计] 缺省程序名,,,,,,,,,,,,
default reasoning,,,[计] 默认推理,,,,,,,,,,,,
default route,,,"[计] 缺省路由, 默认路由",,,,,,,,,,,,
default rule,,,"[计] 缺省规则, 缺席规则",,,,,,,,,,,,
default serial port,,,默认串行口\n[计] 默认串行口,,,,,,,,,,,,
default setting,,,默认设置\n[计] 默认设置,,,,,,,,,,,,
default settings,,,设置默认值\n[计] 设置默认值,,,,,,,,,,,,
default specification file,,,[计] 缺省说明文件,,,,,,,,,,,,
default statement,,,[计] 缺省语句,,,,,,,,,,,,
default system input file,,,[计] 缺省系统输入文件,,,,,,,,,,,,
default tab stops,,,使用默认制表位\n[计] 使用默认制表位,,,,,,,,,,,,
default task,,,[计] 缺省任务,,,,,,,,,,,,
default transition,,,[计] 空缺变换,,,,,,,,,,,,
default type,,,[计] 缺省类型,,,,,,,,,,,,
default user name,,,[计] 缺省用户名,,,,,,,,,,,,
default value,,,[计] 默契值; 缺席值\n[化] 缺省值,,,,,,,,,,,,
default vector value,,,[计] 缺省向量值,,,,,,,,,,,,
default volume,,,[计] 缺省卷,,,,,,,,,,,,
defaulted,diˈfɔ:ltid,,v. 弃权( default的过去式和过去分词 ); 违约; [法律]（经法院传唤而）不到庭; 不履行义务（或职责）,,,,,,37830,,,,,,
defaulter,di'fɒ:ltә,n. someone who fails to make a required appearance in court\nn. someone who fails to meet a financial obligation\nn. a contestant who forfeits a match,"n. 不履行义务者, 缺席者, 违反军规者\n[法] 不出庭者, 违约者, 亏空公款者",,,,,23695,41320,,,,,,
defaulting,,,n. 不付欠款；违约,,,,,,,,,,,,
defaults,,,n. 违约；默认；预设值（default的复数）,,,,,,,,,,,,
defcon,,,n. 核战危机（游戏名）,,,,,,,,,,,,
defeasance,di'fi:zәns,,"n. 使无效, 废止, 契约解除条件\n[经] (契约)作废, 废除",,,,,,,,,,,,
defeasible,di'fi:zәbl,a. capable of being annulled or voided or terminated,"a. 可废止的\n[法] 可作废的, 可取消的",,,,,,,,,,,,
defeat,di'fi:t,n. an unsuccessful ending to a struggle or contest,"n. 败北, 失败\nvt. 击败, 使落空",,4,1,gk cet4 cet6 ky toefl ielts,2559,2947,,,,,,
defeated,diˈfi:tid,n. people who are defeated\na. beaten or overcome; not victorious\ns. disappointingly unsuccessful,v. 击败( defeat的过去式和过去分词 ); 战胜; 挫败; 使困惑,,,,,13801,9292,,,,,,
defeatism,di'fi:tizm,n. acceptance of the inevitability of defeat,n. 失败主义,,,,,33964,30010,,,,,,
defeatist,di'fi:tist,n. someone who is resigned to defeat without offering positive suggestions,n. 失败主义者,,,,,23363,26133,,,,,,
defeature,di'fi:tʃә,,vt. 损坏...的外貌,,,,,,,,,,,,
defecate,'defikeit,,"vt. 除去污物, 澄清, 净化\nvi. 澄清, 排便",,,,toefl,27887,24363,,,,,,
defecation,.defi'keiʃәn,n. the elimination of fecal waste through the anus,"n. 澄清, 净化, 排便\n[化] 澄清; 澄清作用",,,,,30631,31067,,,,,,
defecator,'defikeitә,n. a person who defecates,"n. 澄清者, 清净器",,,,,,,,,,,,
defect,di'fekt,"n. an imperfection in a bodily system\nn. a failing or deficiency\nn. an imperfection in an object or machine\nv. desert (a cause, a country or an army), often in order to join the opposing cause, country, or army","n. 缺点\n[医] 缺损, 缺陷",,2,,cet4 cet6 ky toefl ielts,4402,5199,,,,,,
defect center,,,"[计] 故障中心, 缺陷中心",,,,,,,,,,,,
defect chemistry,,,[电] 缺陷化学,,,,,,,,,,,,
defect conduction,,,[电] 缺陷传导,,,,,,,,,,,,
defect detecting,,,[计] 缺陷检测,,,,,,,,,,,,
defect detection,,,[计] 缺陷检测,,,,,,,,,,,,
defect skip,,,[计] 缺陷跳越,,,,,,,,,,,,
defect test,,,[机] 铸疵试验,,,,,,,,,,,,
defection,di'fekʃәn,,"n. 背叛, 缺乏, 毛病\n[法] 缺点, 过失, 背叛",,,,toefl,15082,12161,,,,,,
defective,di'fektiv,s. having a defect\ns. markedly subnormal in structure or function or intelligence or behavior,"a. 有缺陷的, 欠缺的\nn. 有缺陷的人, 不完全变化词",,1,,toefl,7185,9649,,,,,,
defective file space,,,"[计] 故障文件空间, 不合格文件空间",,,,,,,,,,,,
defective modulation,,,[计] 非完备调制,,,,,,,,,,,,
defective space,,,"[计] 故障空间, 不合格存储空间",,,,,,,,,,,,
defective space information,,,[计] 故障空间信息,,,,,,,,,,,,
defective track,,,[电] 坏磁轨,,,,,,,,,,,,
defective word cell,,,[计] 故障字单元,,,,,,,,,,,,
defector,di'fektә,,"n. 背叛者, 叛离者\n[法] 变节分子, 背叛者, 开小差者",,,,,23234,13972,,,,,,
defects,,,n. 缺点；瑕疵；不合格品（defect的复数）,,,,,,,,,,,,
defence,di'fens,,"n. 防卫, 防卫设备\n[经] (诉讼程序中的)辩护",,4,1,gk cet4 cet6 ky ielts,787,19064,,,,,,
defence communication system,,,[计] 国防通信系统,,,,,,,,,,,,
defence documentation center,,,[计] 国防文献中心,,,,,,,,,,,,
defenceless,di'fenslis,,"a. 无防御的, 没有保护的, 无助的, 无防备的",,,,,14877,,,,,,,
defend,di'fend,v. argue or speak in defense of\nv. be on the defensive; act against an attack\nv. protect against a challenge or attack\nv. be the defense counsel for someone in a trial,"vt. 防护, 辩护, 防卫\n[法] 作...的辩护律师, 辩护, 为...答辩",,4,1,gk cet4 cet6 ky toefl,2129,1575,,,,,,
defend A from B,,,保护A不受B的侵害,,,,,,,,,,,,
defend from,,,保卫,,,,,,,,,,,,
defendable,di'fendәbl,s. capable of being defended,adj.可防御的,,,,,,41496,,,,,,
defendant,di'fendәnt,n. a person or institution against whom an action is brought in a court of law; the person being sued or accused,n. 被告\n[经] 被告方,,2,,cet6 ielts,1874,2968,,,,,,
defender,di'fendә,n. a person who cares for persons or property\nn. a fighter who holds out against attack,"n. 防卫者, 防护者, 辩护者\n[法] 辩护人, 保护人",,2,,,3731,4229,,,,,,
defenders,,,n. 后卫；防御者（defender的复数）,,,,,,,,,,,,
defending,diˈfendɪŋ,s. attempting to or designed to prevent an opponent from winning or scoring,v. 辩护( defend的现在分词 ); 保卫; （足球、曲棍球等）防守; 进行辩护,,,,,15557,10558,,,,,,
defenestration,di:.feni'streiʃәn,n. the act of throwing someone or something out of a window,n. 丢出窗外,,,,,,,,,,,,
defense,di'fens,n. (military) military action or resources protecting a country against potential enemies\nn. protection from harm\nn. (sports) the team that is trying to prevent the other team from scoring,"n. 防卫, 防卫物\n[医] 防御",,,,toefl,16874,600,,,,,,
Defense Data Network,,,[计] 美国国防数据网络,,,,,,,,,,,,
defenseless,di'fenslis,s. lacking protection or support\ns. lacking weapons for self-defense\nr. without defense,a. 无防备的,,,,,,14012,,,,,,
defenseman,di'fensmәn,,n.<主美>[体](冰球等中的)防守队员,,,,,,16436,,,,,,
defensemen,dɪ'fensmən,,n. 防守队员（尤指冰上曲棍球中的）,,,,,,,,,,,,
defensibility,di.fensi'biliti,n. capability of being defended,"n. 可防卫性, 防卫的可能性",,,,,,,,,,,,
defensible,di'fensәbl,,"a. 可防卫的, 可防护的, 可辩护的\n[法] 可辩护的, 能防卫的",,,,,19949,15434,,,,,,
defensive,di'fensiv,n. an attitude of defensiveness (especially in the phrase `on the defensive')\na. intended or appropriate for defending against or deterring aggression or attack\ns. attempting to justify or defend in speech or writing,"a. 防卫的, 防备用的, 自卫的\nn. 守势, 防卫姿势, 防卫物",,2,,toefl,4719,2548,,,,,,
defensive programming,,,[计] 防错性程序设计,,,,,,,,,,,,
defensive satellite,,,[计] 防御卫星,,,,,,,,,,,,
defensively,di'fɛnsivli,r. in an apologetic and defensive manner\nr. in a defensive manner,adv. 防御地；守势地,,,,,14695,11463,,,,,,
defensiveness,dɪ'fensɪvnəs,n. excessive sensitivity to criticism, 防御性,,,,,33188,,,,,,,
defer,di'fә:,,"vi. 推迟, 延期, 听从\nvt. 使推迟, 使延期",,1,,toefl ielts,8519,7622,,,,,,
deference,'defәrәns,n. a courteous expression (by word or deed) of esteem or regard\nn. courteous regard for people's feelings,"n. 顺从, 尊重",,1,,toefl,11322,9934,,,,,,
deferent,'defәrәnt,s. showing deference,"a. 传送的, 输出的\n[医] 输出的, 输送的",,,,,,,,,,,,
deferential,.defә'renʃәl,,a. 恭敬的\n[医] 输精管的,,,,cet6 toefl,19001,18376,,,,,,
deferentially,ˌdefə'renʃəlɪ,r. in a servile manner\nr. in a respectfully deferential manner,adv. 表示敬意地，谦恭地,,,,,36850,34115,,,,,,
deferment,di'fә:mәnt,,"n. 迁延, 延期\n[经] 递延项目, 延期",,,,,33585,22064,,,,,,
deferrable,di'fә:rәbl,,"a. 可延期的, 可推迟的\nn. 缓役者",,,,,,,,,,,,
deferral,di'fә:rәl,n. a state of abeyance or suspended business,"n. 延期, 缓役, 迟延\n[计] 延迟的",,,,,36703,23456,,,,,,
deferral mode,,,[计] 延迟方式,,,,,,,,,,,,
deferral state,,,[计] 延迟状态,,,,,,,,,,,,
deferred,di'f\\\\:d,,"a. 推迟的, 迟延的\n[计] 递延的",,,,,10568,13483,,,,,,
deferred address,,,"[计] 递延地址, 延迟地址",,,,,,,,,,,,
deferred addressing,,,[计] 推迟寻址,,,,,,,,,,,,
deferred condition code,,,[计] 延迟条件码,,,,,,,,,,,,
deferred constant,,,[计] 延迟常数,,,,,,,,,,,,
deferred constraint,,,[计] 延迟约束,,,,,,,,,,,,
deferred cycle,,,[计] 延迟周期,,,,,,,,,,,,
deferred delivery,,,[计] 延迟投递,,,,,,,,,,,,
deferred delivery cancellation,,,[计] 延迟投递取消,,,,,,,,,,,,
deferred delivery time,,,[计] 延迟投递时间,,,,,,,,,,,,
deferred entry,,,"[计] 推迟进入, 延迟入口",,,,,,,,,,,,
deferred evaluation,,,[计] 延迟求值,,,,,,,,,,,,
deferred exit,,,[计] 延迟出口,,,,,,,,,,,,
deferred I/O,,,[计] 延迟输入/输出,,,,,,,,,,,,
deferred maintenance,,,[计] 延期维修\n[经] 递延维修费,,,,,,,,,,,,
deferred maintenance time,,,[计] 延期维修时间,,,,,,,,,,,,
deferred message,,,[计] 延迟信息,,,,,,,,,,,,
deferred processing,,,[计] 延期处理,,,,,,,,,,,,
deferred restart,,,"[计] 延迟再启动, 延迟重新启动",,,,,,,,,,,,
deferred restart job,,,[计] 延迟重新启动作业,,,,,,,,,,,,
deferred update,,,[计] 延迟更新,,,,,,,,,,,,
deferrer,,,"n. 推迟者, 延期者",,,,,,,,,,,,
deferring,,,推迟,,,,,,,,,,,,
defervescence,",difә'vesns",n. abatement of a fever as indicated by a reduction in body temperature,"n. 退热\n[医] 热退期, 退热期",,,,,,,,,,,,
